0.000000,12.533231
0.001000,16.879211
0.002000,20.917748
0.003000,24.371027
0.004000,27.017594
0.005000,28.713571
0.006000,29.406287
0.007000,29.138986
0.008000,28.046157
0.009000,26.339936
0.010000,24.288936
0.011000,22.191540
0.012000,20.346320
0.013000,19.022433
0.014000,18.432930
0.015000,18.713571
0.016000,19.909224
0.017000,21.969194
0.018000,24.751919
0.019000,28.038590
0.020000,31.554361
0.021000,34.995064
0.022000,38.056828
0.023000,40.465695
0.024000,42.004330
0.025000,42.533231
0.026000,42.004330
0.027000,40.465695
0.028000,38.056828
0.029000,34.995064
0.030000,31.554361
0.031000,28.038590
0.032000,24.751919
0.033000,21.969194
0.034000,19.909224
0.035000,18.713571
0.036000,18.432930
0.037000,19.022433
0.038000,20.346320
0.039000,22.191540
0.040000,24.288936
0.041000,26.339936
0.042000,28.046157
0.043000,29.138986
0.044000,29.406287
0.045000,28.713571
0.046000,27.017594
0.047000,24.371027
0.048000,20.917748
0.049000,16.879211
0.050000,12.533231
0.051000,8.187250
0.052000,4.148713
0.053000,0.695434
0.054000,-1.951132
0.055000,-3.647109
0.056000,-4.339826
0.057000,-4.072525
0.058000,-2.979695
0.059000,-1.273475
0.060000,0.777526
0.061000,2.874921
0.062000,4.720141
0.063000,6.044028
0.064000,6.633531
0.065000,6.352891
0.066000,5.157237
0.067000,3.097267
0.068000,0.314542
0.069000,-2.972129
0.070000,-6.487900
0.071000,-9.928603
0.072000,-12.990367
0.073000,-15.399233
0.074000,-16.937869
0.075000,-17.466769
0.076000,-16.937869
0.077000,-15.399233
0.078000,-12.990367
0.079000,-9.928603
0.080000,-6.487900
0.081000,-2.972129
0.082000,0.314542
0.083000,3.097267
0.084000,5.157237
0.085000,6.352891
0.086000,6.633531
0.087000,6.044028
0.088000,4.720141
0.089000,2.874921
0.090000,0.777526
0.091000,-1.273475
0.092000,-2.979695
0.093000,-4.072525
0.094000,-4.339826
0.095000,-3.647109
0.096000,-1.951132
0.097000,0.695434
0.098000,4.148713
0.099000,8.187250
0.100000,12.533231
0.101000,16.879211
0.102000,20.917748
0.103000,24.371027
0.104000,27.017594
0.105000,28.713571
0.106000,29.406287
0.107000,29.138986
0.108000,28.046157
0.109000,26.339936
0.110000,24.288936
0.111000,22.191540
0.112000,20.346320
0.113000,19.022433
0.114000,18.432930
0.115000,18.713571
0.116000,19.909224
0.117000,21.969194
0.118000,24.751919
0.119000,28.038590
0.120000,31.554361
0.121000,34.995064
0.122000,38.056828
0.123000,40.465695
0.124000,42.004330
0.125000,42.533231
0.126000,42.004330
0.127000,40.465695
0.128000,38.056828
0.129000,34.995064
0.130000,31.554361
0.131000,28.038590
0.132000,24.751919
0.133000,21.969194
0.134000,19.909224
0.135000,18.713571
0.136000,18.432930
0.137000,19.022433
0.138000,20.346320
0.139000,22.191540
0.140000,24.288936
0.141000,26.339936
0.142000,28.046157
0.143000,29.138986
0.144000,29.406287
0.145000,28.713571
0.146000,27.017594
0.147000,24.371027
0.148000,20.917748
0.149000,16.879211
0.150000,12.533231
0.151000,8.187250
0.152000,4.148713
0.153000,0.695434
0.154000,-1.951132
0.155000,-3.647109
0.156000,-4.339826
0.157000,-4.072525
0.158000,-2.979695
0.159000,-1.273475
0.160000,0.777526
0.161000,2.874921
0.162000,4.720141
0.163000,6.044028
0.164000,6.633531
0.165000,6.352891
0.166000,5.157237
0.167000,3.097267
0.168000,0.314542
0.169000,-2.972129
0.170000,-6.487900
0.171000,-9.928603
0.172000,-12.990367
0.173000,-15.399233
0.174000,-16.937869
0.175000,-17.466769
0.176000,-16.937869
0.177000,-15.399233
0.178000,-12.990367
0.179000,-9.928603
0.180000,-6.487900
0.181000,-2.972129
0.182000,0.314542
0.183000,3.097267
0.184000,5.157237
0.185000,6.352891
0.186000,6.633531
0.187000,6.044028
0.188000,4.720141
0.189000,2.874921
0.190000,0.777526
0.191000,-1.273475
0.192000,-2.979695
0.193000,-4.072525
0.194000,-4.339826
0.195000,-3.647109
0.196000,-1.951132
0.197000,0.695434
0.198000,4.148713
0.199000,8.187250
0.200000,12.533231
0.201000,16.879211
0.202000,20.917748
0.203000,24.371027
0.204000,27.017594
0.205000,28.713571
0.206000,29.406287
0.207000,29.138986
0.208000,28.046157
0.209000,26.339936
0.210000,24.288936
0.211000,22.191540
0.212000,20.346320
0.213000,19.022433
0.214000,18.432930
0.215000,18.713571
0.216000,19.909224
0.217000,21.969194
0.218000,24.751919
0.219000,28.038590
0.220000,31.554361
0.221000,34.995064
0.222000,38.056828
0.223000,40.465695
0.224000,42.004330
0.225000,42.533231
0.226000,42.004330
0.227000,40.465695
0.228000,38.056828
0.229000,34.995064
0.230000,31.554361
0.231000,28.038590
0.232000,24.751919
0.233000,21.969194
0.234000,19.909224
0.235000,18.713571
0.236000,18.432930
0.237000,19.022433
0.238000,20.346320
0.239000,22.191540
0.240000,24.288936
0.241000,26.339936
0.242000,28.046157
0.243000,29.138986
0.244000,29.406287
0.245000,28.713571
0.246000,27.017594
0.247000,24.371027
0.248000,20.917748
0.249000,16.879211
0.250000,12.533231
0.251000,8.187250
0.252000,4.148713
0.253000,0.695434
0.254000,-1.951132
0.255000,-3.647109
0.256000,-4.339826
0.257000,-4.072525
0.258000,-2.979695
0.259000,-1.273475
0.260000,0.777526
0.261000,2.874921
0.262000,4.720141
0.263000,6.044028
0.264000,6.633531
0.265000,6.352891
0.266000,5.157237
0.267000,3.097267
0.268000,0.314542
0.269000,-2.972129
0.270000,-6.487900
0.271000,-9.928603
0.272000,-12.990367
0.273000,-15.399233
0.274000,-16.937869
0.275000,-17.466769
0.276000,-16.937869
0.277000,-15.399233
0.278000,-12.990367
0.279000,-9.928603
0.280000,-6.487900
0.281000,-2.972129
0.282000,0.314542
0.283000,3.097267
0.284000,5.157237
0.285000,6.352891
0.286000,6.633531
0.287000,6.044028
0.288000,4.720141
0.289000,2.874921
0.290000,0.777526
0.291000,-1.273475
0.292000,-2.979695
0.293000,-4.072525
0.294000,-4.339826
0.295000,-3.647109
0.296000,-1.951132
0.297000,0.695434
0.298000,4.148713
0.299000,8.187250
0.300000,12.533231
0.301000,16.879211
0.302000,20.917748
0.303000,24.371027
0.304000,27.017594
0.305000,28.713571
0.306000,29.406287
0.307000,29.138986
0.308000,28.046157
0.309000,26.339936
0.310000,24.288936
0.311000,22.191540
0.312000,20.346320
0.313000,19.022433
0.314000,18.432930
0.315000,18.713571
0.316000,19.909224
0.317000,21.969194
0.318000,24.751919
0.319000,28.038590
0.320000,31.554361
0.321000,34.995064
0.322000,38.056828
0.323000,40.465695
0.324000,42.004330
0.325000,42.533231
0.326000,42.004330
0.327000,40.465695
0.328000,38.056828
0.329000,34.995064
0.330000,31.554361
0.331000,28.038590
0.332000,24.751919
0.333000,21.969194
0.334000,19.909224
0.335000,18.713571
0.336000,18.432930
0.337000,19.022433
0.338000,20.346320
0.339000,22.191540
0.340000,24.288936
0.341000,26.339936
0.342000,28.046157
0.343000,29.138986
0.344000,29.406287
0.345000,28.713571
0.346000,27.017594
0.347000,24.371027
0.348000,20.917748
0.349000,16.879211
0.350000,12.533231
0.351000,8.187250
0.352000,4.148713
0.353000,0.695434
0.354000,-1.951132
0.355000,-3.647109
0.356000,-4.339826
0.357000,-4.072525
0.358000,-2.979695
0.359000,-1.273475
0.360000,0.777526
0.361000,2.874921
0.362000,4.720141
0.363000,6.044028
0.364000,6.633531
0.365000,6.352891
0.366000,5.157237
0.367000,3.097267
0.368000,0.314542
0.369000,-2.972129
0.370000,-6.487900
0.371000,-9.928603
0.372000,-12.990367
0.373000,-15.399233
0.374000,-16.937869
0.375000,-17.466769
0.376000,-16.937869
0.377000,-15.399233
0.378000,-12.990367
0.379000,-9.928603
0.380000,-6.487900
0.381000,-2.972129
0.382000,0.314542
0.383000,3.097267
