562.975010,112
491.788110,941
103.854354,841
578.620279,100
933.416282,735
854.176966,538
2.859951,351
714.036944,508
303.841637,894
227.339273,164
365.080547,740
308.085570,494
36.583115,751
358.423284,750
821.992633,863
134.714159,500
152.219561,209
95.359345,704
259.273998,356
756.125819,910
259.863419,590
38.668305,614
823.718731,404
388.761923,586
339.777735,173
653.273784,876
840.420056,65
633.051940,886
464.169317,554
619.767748,175
873.039595,855
528.508300,209
562.511806,532
857.899181,489
258.614489,604
252.189987,968
764.510233,235
964.625935,510
453.236584,595
791.253839,775
686.826458,508
774.890160,154
436.070753,812
89.257873,531
268.942664,164
375.348022,147
236.562173,747
491.076258,70
409.047937,530
179.604747,489
373.315254,534
792.730850,977
702.590753,918
608.076310,998
623.009677,416
840.139546,210
44.147990,19
506.419441,7
73.851843,402
414.727019,193
717.518927,945
683.541888,733
860.442834,763
94.038686,134
869.460490,644
853.525239,786
325.576802,476
881.944105,391
939.237811,649
825.362859,808
609.366508,14
665.711291,889
699.171984,689
0.235874,210
827.225568,961
976.178751,708
50.624721,527
108.120395,576
65.619743,749
102.447374,203
615.367414,462
643.839508,365
398.132447,468
343.959582,201
464.039931,388
647.243881,165
4.272448,76
70.528517,120
31.412266,894
313.025126,900
259.584562,559
304.825290,115
382.420012,934
412.736383,86
358.006927,528
742.027684,685
513.452395,741
664.914899,418
626.051292,522
477.778985,547
300.129459,251
998.771702,741
193.265534,785
228.300926,931
35.812776,53
122.733743,714
94.570453,630
495.450070,894
244.351877,980
931.194260,283
197.445691,575
954.702232,689
596.076428,813
61.147341,431
570.572455,328
325.494883,700
307.801956,214
344.953069,519
40.423508,338
121.052778,955
365.624769,913
996.299867,947
718.423717,89
968.767360,798
273.539514,406
113.501027,796
223.687284,513
642.395815,830
801.420640,872
487.582678,555
174.970548,907
553.790961,868
382.666824,815
762.190805,60
280.362106,538
214.568454,287
394.815262,961
708.165197,262
14.364784,641
97.063130,779
545.690503,283
747.698554,532
439.406818,917
399.121597,259
983.160361,638
891.319265,764
202.452404,701
448.723508,370
548.329196,374
935.506707,689
117.264603,943
872.119260,816
800.006728,464
109.568200,423
29.006387,775
193.117176,517
52.548313,160
357.477102,498
850.248429,939
231.348540,421
689.670446,897
93.691802,299
756.085058,599
523.784164,646
443.603068,199
581.545697,85
530.942604,91
6.471482,529
161.948049,639
48.618578,569
970.797170,957
362.406481,44
823.871064,469
275.570105,288
61.901698,250
766.650082,30
212.761851,426
673.236419,890
380.754975,418
241.243912,618
704.255685,316
797.361224,782
789.928079,278
470.175695,285
86.516707,451
841.152980,520
40.496537,508
718.589840,967
193.941536,686
892.930188,722
334.209311,796
450.634075,770
405.949448,792
649.437022,276
247.158527,309
346.778327,900
739.283178,184
834.981910,84
671.596663,422
684.137321,565
345.252236,543
792.371961,624
593.680760,682
462.273728,785
712.608429,741
583.686448,158
592.305983,870
232.153961,216
772.251105,531
467.252872,498
917.823721,621
317.374064,350
401.717445,925
801.759456,882
889.322189,473
4.468432,693
535.420918,790
269.258200,629
135.280329,424
323.059419,813
200.858872,187
805.882974,950
894.788616,8
236.801206,481
321.518004,206
782.427429,484
195.163183,691
422.516606,481
53.964285,559
786.497788,894
226.662484,903
327.620808,29
759.611727,983
823.775958,101
646.148558,329
864.871353,188
450.922185,620
877.998631,578
858.917721,186
928.678981,81
697.296214,847
547.578435,416
551.558378,86
