TimeStamp,Latitude,Longitude,Device_ID,DATA_SOURCE
"2018-05-01 00:00:00",49.331128,-5.925777,40170,"TAXIS"
"2018-05-01 00:00:00",49.975554,-2.182218,40191,"TAXIS"
"2018-05-01 00:00:00",51.001919,-4.996701,40101,"TAXIS"
"2018-05-01 00:00:00",51.011823,-4.974300,40101,"TAXIS"
"2018-05-01 00:00:00",51.487266,-0.178274,40062,"TAXIS"
"2018-05-01 00:00:00",51.505554,-0.114363,40146,"TAXIS"
"2018-05-01 00:00:00",51.519414,-0.114340,40095,"TAXIS"
"2018-05-01 00:00:00",51.519670,-0.115110,40098,"TAXIS"
"2018-05-01 00:00:00",51.520189,-0.114771,40077,"TAXIS"
"2018-05-01 00:00:00",51.520279,-0.115360,40056,"TAXIS"
"2018-05-01 00:00:00",51.520322,-0.115037,40158,"TAXIS"
"2018-05-01 00:00:00",51.520715,-0.115377,40095,"TAXIS"
"2018-05-01 00:00:00",51.521269,-0.106352,40080,"TAXIS"
"2018-05-01 00:00:00",51.521464,-0.106782,40200,"TAXIS"
"2018-05-01 00:00:00",51.521532,-0.106710,40125,"TAXIS"
"2018-05-01 00:00:00",51.521596,-0.105530,40110,"TAXIS"
"2018-05-01 00:00:00",51.521638,-0.106245,40140,"TAXIS"
"2018-05-01 00:00:00",51.521649,-0.105776,40092,"TAXIS"
"2018-05-01 00:00:00",51.521719,-0.107354,40155,"TAXIS"
"2018-05-01 00:00:00",51.521748,-0.106850,40209,"TAXIS"
"2018-05-01 00:00:00",51.521772,-0.105493,40197,"TAXIS"
"2018-05-01 00:00:00",51.521801,-0.107250,40206,"TAXIS"
"2018-05-01 00:00:00",51.521944,-0.105592,40104,"TAXIS"
"2018-05-01 00:00:00",51.522126,-0.106270,40080,"TAXIS"
"2018-05-01 00:00:00",51.522143,-0.106080,40212,"TAXIS"
"2018-05-01 00:00:00",51.522350,-0.105423,40119,"TAXIS"
"2018-05-01 00:00:00",51.522377,-0.106280,40149,"TAXIS"
"2018-05-01 00:00:00",51.522557,-0.106672,40059,"TAXIS"
"2018-05-01 00:00:00",51.522567,-0.106323,40203,"TAXIS"
"2018-05-01 00:00:00",51.522590,-0.106798,40221,"TAXIS"
"2018-05-01 00:00:00",51.522594,-0.105730,40149,"TAXIS"
"2018-05-01 00:00:00",51.522725,-0.106622,40089,"TAXIS"
"2018-05-01 00:00:00",51.522767,-0.107022,40212,"TAXIS"
"2018-05-01 00:00:00",51.522774,-0.106466,40065,"TAXIS"
"2018-05-01 00:00:00",51.522989,-0.107205,40194,"TAXIS"
"2018-05-01 00:00:00",51.523043,-0.105843,40068,"TAXIS"
"2018-05-01 00:00:00",51.523088,-0.107331,40185,"TAXIS"
"2018-05-01 00:00:00",51.523106,-0.106456,40155,"TAXIS"
"2018-05-01 00:00:00",51.523170,-0.106774,40164,"TAXIS"
"2018-05-01 00:00:00",51.526956,-0.120697,40215,"TAXIS"
"2018-05-01 00:00:00",51.531589,-0.098344,40074,"TAXIS"
"2018-05-01 00:00:00",51.593533,-1.133014,40083,"TAXIS"
"2018-05-01 00:01:00",51.505903,-0.115781,40146,"TAXIS"
"2018-05-01 00:01:00",51.522325,-0.105433,40119,"TAXIS"
"2018-05-01 00:01:00",51.523160,-0.105415,40140,"TAXIS"
"2018-05-01 00:01:00",51.532185,-0.098858,40074,"TAXIS"
"2018-05-01 00:02:00",51.520949,-0.115390,40119,"TAXIS"
"2018-05-01 00:02:00",51.522614,-0.106392,40092,"TAXIS"
"2018-05-01 00:04:00",49.970366,-2.166744,40191,"TAXIS"
"2018-05-01 00:04:00",49.970566,-2.167456,40191,"TAXIS"
"2018-05-01 00:05:00",49.974302,-2.182087,40191,"TAXIS"
"2018-05-01 00:05:00",49.974438,-2.182528,40191,"TAXIS"
"2018-05-01 00:05:00",51.520778,-0.114109,40119,"TAXIS"
"2018-05-01 00:05:00",51.521750,-0.105453,40092,"TAXIS"
"2018-05-01 00:05:00",51.523164,-0.105978,40092,"TAXIS"
"2018-05-01 00:06:00",51.520516,-0.113843,40077,"TAXIS"
"2018-05-01 00:06:00",51.522403,-0.106469,40164,"TAXIS"
"2018-05-01 00:07:00",51.522008,-0.105640,40092,"TAXIS"
"2018-05-01 00:07:00",51.522177,-0.105681,40104,"TAXIS"
"2018-05-01 00:07:00",51.522923,-0.106586,40203,"TAXIS"
"2018-05-01 00:07:00",51.522935,-0.107004,40068,"TAXIS"
"2018-05-01 00:07:00",51.531786,-0.098306,40074,"TAXIS"
"2018-05-01 00:07:00",51.531873,-0.098473,40074,"TAXIS"
"2018-05-01 00:08:00",51.521414,-0.106704,40104,"TAXIS"
"2018-05-01 00:08:00",51.521773,-0.106350,40197,"TAXIS"
"2018-05-01 00:08:00",51.521880,-0.105885,40059,"TAXIS"
"2018-05-01 00:08:00",51.523205,-0.106361,40194,"TAXIS"
"2018-05-01 00:08:00",51.526784,-0.120336,40215,"TAXIS"
"2018-05-01 00:08:00",51.531502,-0.098173,40074,"TAXIS"
"2018-05-01 00:09:00",51.520635,-0.114851,40158,"TAXIS"
"2018-05-01 00:09:00",51.522144,-0.106485,40089,"TAXIS"
"2018-05-01 00:09:00",51.522179,-0.106919,40185,"TAXIS"
"2018-05-01 00:10:00",51.000679,-4.996604,40101,"TAXIS"
"2018-05-01 00:10:00",51.522096,-0.270571,40083,"TAXIS"
"2018-05-01 00:11:00",51.486365,-0.178843,40062,"TAXIS"
"2018-05-01 00:11:00",51.513617,-0.112383,40116,"TAXIS"
"2018-05-01 00:11:00",51.514734,-0.111283,40116,"TAXIS"
"2018-05-01 00:11:00",51.520204,-0.114298,40056,"TAXIS"
"2018-05-01 00:11:00",51.522742,-0.105879,40200,"TAXIS"
"2018-05-01 00:12:00",49.975363,-2.181998,40191,"TAXIS"
"2018-05-01 00:12:00",51.487854,-0.179797,40062,"TAXIS"
"2018-05-01 00:12:00",51.519401,-0.135667,40080,"TAXIS"
"2018-05-01 00:12:00",51.521535,-0.135897,40080,"TAXIS"
"2018-05-01 00:12:00",51.522139,-0.106992,40068,"TAXIS"
"2018-05-01 00:12:00",51.522191,-0.107360,40092,"TAXIS"
"2018-05-01 00:12:00",51.522750,-0.105532,40068,"TAXIS"
"2018-05-01 00:12:00",51.525080,-0.183659,40083,"TAXIS"
"2018-05-01 00:13:00",51.522011,-0.105795,40068,"TAXIS"
"2018-05-01 00:14:00",51.522573,-0.107007,40206,"TAXIS"
"2018-05-01 00:15:00",49.091486,-4.829320,40161,"TAXIS"
"2018-05-01 00:15:00",49.091543,-4.829620,40161,"TAXIS"
"2018-05-01 00:15:00",49.092728,-4.828349,40161,"TAXIS"
"2018-05-01 00:15:00",51.527242,-0.152917,40083,"TAXIS"
"2018-05-01 00:16:00",51.523157,-0.106245,40209,"TAXIS"
"2018-05-01 00:17:00",49.975254,-2.182584,40191,"TAXIS"
"2018-05-01 00:17:00",51.522242,-0.106758,40221,"TAXIS"
"2018-05-01 00:18:00",49.975899,-2.181849,40191,"TAXIS"
"2018-05-01 00:18:00",51.521231,-0.106280,40221,"TAXIS"
"2018-05-01 00:18:00",51.521555,-0.105395,40104,"TAXIS"
"2018-05-01 00:18:00",51.522072,-0.105786,40221,"TAXIS"
"2018-05-01 00:18:00",51.523029,-0.106047,40221,"TAXIS"
"2018-05-01 00:19:00",51.523211,-0.105653,40221,"TAXIS"
"2018-05-01 00:20:00",51.520204,-0.114844,40098,"TAXIS"
"2018-05-01 00:20:00",51.521750,-0.105893,40146,"TAXIS"
"2018-05-01 00:20:00",51.522042,-0.105781,40104,"TAXIS"
"2018-05-01 00:20:00",51.522851,-0.106361,40104,"TAXIS"
"2018-05-01 00:20:00",51.523078,-0.106117,40065,"TAXIS"
"2018-05-01 00:21:00",49.975375,-2.181230,40191,"TAXIS"
"2018-05-01 00:21:00",51.522651,-0.107277,40146,"TAXIS"
"2018-05-01 00:22:00",51.520627,-0.114339,40095,"TAXIS"
"2018-05-01 00:22:00",51.520703,-0.115500,40095,"TAXIS"
"2018-05-01 00:22:00",51.520924,-0.113753,40095,"TAXIS"
"2018-05-01 00:22:00",51.521255,-0.105681,40209,"TAXIS"
"2018-05-01 00:23:00",51.520221,-0.115054,40095,"TAXIS"
"2018-05-01 00:23:00",51.522001,-0.107359,40110,"TAXIS"
"2018-05-01 00:23:00",51.522261,-0.106689,40221,"TAXIS"
"2018-05-01 00:23:00",51.522830,-0.105968,40221,"TAXIS"
"2018-05-01 00:23:00",51.523184,-0.106379,40221,"TAXIS"
"2018-05-01 00:25:00",49.330834,-5.924744,40170,"TAXIS"
"2018-05-01 00:25:00",51.019431,-4.976426,40101,"TAXIS"
"2018-05-01 00:25:00",51.020255,-4.976217,40101,"TAXIS"
"2018-05-01 00:26:00",51.521142,-0.136662,40080,"TAXIS"
"2018-05-01 00:26:00",51.522500,-0.106308,40125,"TAXIS"
"2018-05-01 00:26:00",51.522998,-0.106101,40221,"TAXIS"
"2018-05-01 00:27:00",51.521474,-0.107127,40209,"TAXIS"
"2018-05-01 00:28:00",51.522368,-0.105812,40083,"TAXIS"
"2018-05-01 00:29:00",51.520200,-0.114046,40089,"TAXIS"
"2018-05-01 00:29:00",51.520738,-0.115108,40083,"TAXIS"
"2018-05-01 00:29:00",51.522998,-0.105557,40089,"TAXIS"
"2018-05-01 00:30:00",51.521476,-0.105842,40149,"TAXIS"
"2018-05-01 00:30:00",51.521943,-0.106376,40212,"TAXIS"
"2018-05-01 00:30:00",51.522338,-0.107043,40155,"TAXIS"
"2018-05-01 00:30:00",51.522712,-0.107177,40146,"TAXIS"
"2018-05-01 00:31:00",51.521791,-0.106230,40140,"TAXIS"
"2018-05-01 00:31:00",51.522515,-0.106381,40125,"TAXIS"
"2018-05-01 00:32:00",51.519804,-0.114834,40095,"TAXIS"
"2018-05-01 00:32:00",51.519877,-0.115148,40119,"TAXIS"
"2018-05-01 00:32:00",51.520902,-0.115420,40095,"TAXIS"
"2018-05-01 00:32:00",51.521469,-0.107376,40197,"TAXIS"
"2018-05-01 00:33:00",49.974664,-2.181475,40191,"TAXIS"
"2018-05-01 00:33:00",49.974998,-2.181330,40191,"TAXIS"
"2018-05-01 00:33:00",51.521304,-0.106002,40092,"TAXIS"
"2018-05-01 00:34:00",49.974365,-2.181261,40191,"TAXIS"
"2018-05-01 00:34:00",51.522622,-0.105487,40092,"TAXIS"
"2018-05-01 00:35:00",51.522819,-0.105948,40125,"TAXIS"
"2018-05-01 00:36:00",51.520211,-0.114331,40095,"TAXIS"
"2018-05-01 00:36:00",51.520823,-0.113954,40077,"TAXIS"
"2018-05-01 00:36:00",51.523085,-0.107298,40164,"TAXIS"
"2018-05-01 00:37:00",49.975048,-2.181786,40191,"TAXIS"
